,gene,enzyme KO,superpathway,pathway,subpathway,enzyme,superpathway KO,pathway KO,subpathway KO,3H11-T42,3H11-T53,SynCom-T42,SynCom-T53,SynCom-T71,SynCom-T95
0,GW101-3H11_contig_1_1,K02313,Environmental Information Processing,Signal transduction,Two-component system,dnaA; chromosomal replication initiator,ko09130,ko09132,ko02020,1.0078254008248064,-1.7614086186198177,1.3001519299346007,-0.242493379249587,-0.3597618294298457,0.05568649653983577
1,GW101-3H11_contig_1_1,K02313,Cellular Processes,Cell growth and death,Cell cycle - Caulobacter,dnaA; chromosomal replication initiator,ko09140,ko09143,ko04112,1.0078254008248064,-1.7614086186198177,1.3001519299346007,-0.242493379249587,-0.3597618294298457,0.05568649653983577
2,GW101-3H11_contig_1_1,K02313,Brite Hierarchies,Protein families: genetic information processing,DNA replication proteins,dnaA; chromosomal replication initiator,ko09180,ko09182,ko03032,1.0078254008248064,-1.7614086186198177,1.3001519299346007,-0.242493379249587,-0.3597618294298457,0.05568649653983577
3,GW101-3H11_contig_1_1,K02313,Brite Hierarchies,Protein families: genetic information processing,Chromosome and associated proteins,dnaA; chromosomal replication initiator,ko09180,ko09182,ko03036,1.0078254008248064,-1.7614086186198177,1.3001519299346007,-0.242493379249587,-0.3597618294298457,0.05568649653983577
4,GW101-3H11_contig_1_2,K02338,Genetic Information Processing,Replication and repair,DNA replication,dnaN; DNA polymerase III subunit beta,ko09120,ko09124,ko03030,-0.1223426203978838,-2.0028952699197795,0.6244880898272047,0.20408155444610163,0.056247180244306465,1.2404210658000574
5,GW101-3H11_contig_1_2,K02338,Genetic Information Processing,Replication and repair,Mismatch repair,dnaN; DNA polymerase III subunit beta,ko09120,ko09124,ko03430,-0.1223426203978838,-2.0028952699197795,0.6244880898272047,0.20408155444610163,0.056247180244306465,1.2404210658000574
6,GW101-3H11_contig_1_2,K02338,Genetic Information Processing,Replication and repair,Homologous recombination,dnaN; DNA polymerase III subunit beta,ko09120,ko09124,ko03440,-0.1223426203978838,-2.0028952699197795,0.6244880898272047,0.20408155444610163,0.056247180244306465,1.2404210658000574
7,GW101-3H11_contig_1_2,K02338,Brite Hierarchies,Protein families: genetic information processing,DNA replication proteins,dnaN; DNA polymerase III subunit beta,ko09180,ko09182,ko03032,-0.1223426203978838,-2.0028952699197795,0.6244880898272047,0.20408155444610163,0.056247180244306465,1.2404210658000574
8,GW101-3H11_contig_1_2,K02338,Brite Hierarchies,Protein families: genetic information processing,DNA repair and recombination proteins,dnaN; DNA polymerase III subunit beta,ko09180,ko09182,ko03400,-0.1223426203978838,-2.0028952699197795,0.6244880898272047,0.20408155444610163,0.056247180244306465,1.2404210658000574
9,GW101-3H11_contig_1_3,K02470,Brite Hierarchies,Protein families: genetic information processing,DNA replication proteins,gyrB; DNA gyrase subunit B,ko09180,ko09182,ko03032,0.5192142126486644,-1.555497055205144,1.3405318539918618,0.09855828945550474,-1.0449020985231543,0.6420947976322537
10,GW101-3H11_contig_1_3,K02470,Brite Hierarchies,Protein families: genetic information processing,DNA repair and recombination proteins,gyrB; DNA gyrase subunit B,ko09180,ko09182,ko03400,0.5192142126486644,-1.555497055205144,1.3405318539918618,0.09855828945550474,-1.0449020985231543,0.6420947976322537
11,GW101-3H11_contig_1_6,K06194,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,Structural,nlpD; lipoprotein,ko09190,ko09193,ko99992,0.7968633946390874,0.6018808871886975,1.3403027003306807,-1.412478767837312,-0.25625283305952146,-1.0703153812616448
12,GW101-3H11_contig_1_6,K19304,Brite Hierarchies,Protein families: metabolism,Peptidases and inhibitors,mepM; murein DD-endopeptidase,ko09180,ko09181,ko01002,0.7968633946390874,0.6018808871886975,1.3403027003306807,-1.412478767837312,-0.25625283305952146,-1.0703153812616448
13,GW101-3H11_contig_1_6,K19304,Brite Hierarchies,Protein families: metabolism,Peptidoglycan biosynthesis and degradation proteins,mepM; murein DD-endopeptidase,ko09180,ko09181,ko01011,0.7968633946390874,0.6018808871886975,1.3403027003306807,-1.412478767837312,-0.25625283305952146,-1.0703153812616448
14,GW101-3H11_contig_1_10,K06940,Not Included in Pathway or Brite,Unclassified,Unclassified,K06940; uncharacterized,ko09190,ko09194,ko99997,0.3183592929123552,-1.7647661460785644,1.4307725610276794,-0.6508856784367699,0.11952991381932548,0.5469900567559745
15,GW101-3H11_contig_1_11,K01897,Metabolism,Lipid metabolism,Fatty acid biosynthesis,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09100,ko09103,ko00061,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
16,GW101-3H11_contig_1_11,K01897,Metabolism,Lipid metabolism,Fatty acid degradation,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09100,ko09103,ko00071,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
17,GW101-3H11_contig_1_11,K01897,Cellular Processes,Transport and catabolism,Peroxisome,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09140,ko09141,ko04146,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
18,GW101-3H11_contig_1_11,K01897,Cellular Processes,Cell growth and death,Ferroptosis,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09140,ko09143,ko04216,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
19,GW101-3H11_contig_1_11,K01897,Cellular Processes,Cellular community - prokaryotes,Quorum sensing,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09140,ko09145,ko02024,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
20,GW101-3H11_contig_1_11,K01897,Organismal Systems,Endocrine system,Adipocytokine signaling pathway,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09150,ko09152,ko04920,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
21,GW101-3H11_contig_1_11,K01897,Organismal Systems,Endocrine system,PPAR signaling pathway,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09150,ko09152,ko03320,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
22,GW101-3H11_contig_1_11,K01897,Organismal Systems,Environmental adaptation,Thermogenesis,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09150,ko09159,ko04714,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
23,GW101-3H11_contig_1_11,K01897,Brite Hierarchies,Protein families: metabolism,Lipid biosynthesis proteins,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09180,ko09181,ko01004,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
24,GW101-3H11_contig_1_11,K01897,Brite Hierarchies,Protein families: signaling and cellular processes,Exosome,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09180,ko09183,ko04147,-0.35009586621596867,-1.2858061624280719,0.7341363014637502,-0.7430280195334279,1.7659050650456132,-0.12111131833190089
